Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Study_Efficiency,High_Support,Family_Education_Support,Exam_Score
20,61,0,2,0,99,2,0,2,0,1,0,0,2,0.2,0,0,64.024727
23,87,0,1,0,81,1,5,2,0,1,0,1,0,0.2804878048780488,0,0,70.913237
19,95,1,1,1,86,2,0,0,2,0,0,1,1,0.2183908045977011,0,0,69.140197
31,63,2,0,0,86,1,0,0,2,1,0,2,1,0.3563218390804598,0,0,66.323044
35,64,2,1,0,85,0,2,2,0,1,0,1,1,0.4069767441860465,0,0,68.54731
24,88,2,2,1,94,2,0,1,2,0,0,2,1,0.2526315789473684,0,0,68.872733
26,69,0,0,1,90,2,3,2,2,2,0,0,1,0.2857142857142857,1,0,69.531182
13,98,2,0,1,71,2,1,1,0,2,0,0,2,0.1805555555555555,0,0,69.44226
26,95,1,0,0,77,2,0,2,2,1,0,1,1,0.3333333333333333,0,0,70.6722
13,90,2,2,0,63,2,0,1,2,1,0,1,1,0.203125,0,0,64.408013
23,89,1,2,0,85,1,0,1,2,2,0,2,1,0.2674418604651162,0,0,69.328531
15,74,0,0,0,60,1,3,1,2,2,0,1,1,0.2459016393442623,1,0,65.647462
18,74,2,2,0,78,0,0,0,2,2,0,1,1,0.2278481012658227,0,0,64.427581
10,96,2,2,0,99,2,1,2,2,0,0,0,2,0.1,0,0,66.828673
26,76,2,2,0,59,1,0,2,2,1,1,2,2,0.4333333333333333,0,0,65.039052
14,68,2,0,0,76,2,2,0,2,2,0,1,2,0.1818181818181818,1,0,64.226268
13,97,0,0,0,70,2,1,1,0,1,0,2,2,0.1830985915492957,0,1,69.907503
11,97,2,2,0,91,2,1,2,2,2,0,1,2,0.1195652173913043,0,0,68.007966
29,77,2,1,1,68,0,1,2,2,2,0,1,0,0.4202898550724637,0,0,68.319358
21,98,2,0,1,70,2,0,1,0,2,0,0,2,0.2957746478873239,0,0,71.258248
19,91,0,1,0,52,2,2,1,2,0,1,1,1,0.3584905660377358,0,0,66.432265
19,65,2,0,1,91,2,1,2,0,2,0,0,2,0.2065217391304347,0,0,65.534242
2,98,1,0,1,80,0,2,1,0,1,0,1,2,0.0246913580246913,1,0,68.070831
23,85,2,2,1,99,0,1,1,0,1,0,0,2,0.23,0,0,70.380648
23,81,2,1,0,84,2,2,2,2,2,0,1,2,0.2705882352941176,0,0,68.627079
11,97,2,0,1,60,2,0,2,1,2,0,1,2,0.180327868852459,0,0,67.361754
20,95,2,1,1,62,1,2,1,2,1,0,0,1,0.3174603174603174,0,0,69.266486
18,86,1,1,1,64,1,3,1,0,2,0,1,2,0.2769230769230769,0,0,69.38129
23,61,2,0,1,85,2,1,2,0,2,0,1,2,0.2674418604651162,0,0,65.647436
11,94,2,1,1,66,0,1,0,1,1,0,1,2,0.1641791044776119,0,0,67.282027
26,66,0,0,1,82,2,1,1,2,1,0,1,2,0.3132530120481928,0,0,67.18497
28,73,1,2,1,54,2,4,2,2,1,0,1,2,0.509090909090909,0,0,68.158221
28,89,2,1,1,71,1,2,1,2,1,0,0,1,0.3888888888888889,0,0,70.820122
23,95,2,2,1,75,2,2,0,2,2,0,0,2,0.3026315789473684,0,0,71.425426
20,79,1,2,1,59,2,0,1,2,2,0,1,1,0.3333333333333333,0,0,65.578475
3,99,2,1,1,68,2,2,0,2,1,0,1,2,0.0434782608695652,0,0,65.922181
22,95,0,2,0,59,2,2,1,2,0,1,1,2,0.3666666666666666,0,0,68.605878
18,79,2,0,0,92,1,1,1,2,1,0,0,2,0.1935483870967742,0,0,66.754491
22,74,2,1,0,61,2,1,1,2,2,0,2,2,0.3548387096774194,0,0,65.600267
35,68,1,0,1,64,2,0,0,1,2,1,1,2,0.5384615384615384,0,0,68.621616
21,79,2,1,1,81,1,2,2,2,1,0,1,2,0.2560975609756097,0,0,67.742377
13,70,2,2,0,59,2,0,2,0,2,0,2,2,0.2166666666666666,0,0,61.698902
19,65,0,0,1,74,2,1,1,2,2,0,1,2,0.2533333333333333,0,0,65.113911
29,86,2,0,0,84,1,1,1,0,2,0,1,2,0.3411764705882353,0,0,71.952488
17,67,2,2,1,71,2,3,2,0,0,0,1,1,0.2361111111111111,0,0,63.189848
14,94,0,0,1,83,2,4,2,1,0,1,2,2,0.1666666666666666,1,1,71.103177
30,69,2,2,0,92,2,2,2,1,1,0,1,2,0.3225806451612903,0,0,68.063135
13,81,1,2,1,85,1,1,1,2,1,0,1,1,0.1511627906976744,0,0,65.335464
26,98,1,2,1,73,2,2,1,1,0,0,1,2,0.3513513513513513,0,0,72.29625
19,67,2,2,1,75,0,1,1,2,1,0,0,2,0.25,0,0,63.970633
15,73,2,0,0,61,1,1,1,0,2,0,2,1,0.2419354838709677,0,0,63.82183
21,69,2,2,1,62,0,2,1,2,2,0,1,2,0.3333333333333333,0,0,65.369378
18,64,2,1,1,68,1,1,1,2,2,0,1,2,0.2608695652173913,0,0,63.470365
18,93,1,0,1,80,2,1,2,2,0,0,1,2,0.2222222222222222,0,0,69.123649
20,89,0,2,1,82,2,2,0,0,1,0,0,2,0.2409638554216867,0,0,70.423763
18,79,1,0,0,74,1,2,1,2,0,0,1,2,0.24,1,0,66.807927
24,86,2,2,1,88,2,1,1,2,1,0,1,0,0.2696629213483146,0,0,68.593494
17,66,2,2,1,89,2,0,2,2,0,0,0,2,0.1888888888888888,0,0,62.48448
16,76,1,2,1,79,2,0,1,0,2,0,2,1,0.2,0,0,65.368597
29,71,2,2,1,86,2,1,1,2,2,0,0,2,0.3333333333333333,0,0,68.356575
12,96,1,2,1,71,0,2,2,2,2,0,0,2,0.1666666666666666,0,0,68.707374
21,77,1,2,1,65,2,2,1,0,0,0,1,1,0.3181818181818182,0,0,66.082281
21,70,2,2,1,83,2,1,2,2,1,0,1,0,0.25,0,0,64.198128
18,96,0,0,0,75,0,2,2,0,0,0,1,2,0.2368421052631578,1,0,71.123111
18,73,1,2,1,88,1,3,1,2,2,0,0,1,0.2022471910112359,0,0,66.676686
24,64,2,0,1,85,0,0,0,1,1,1,2,2,0.2790697674418604,0,0,65.142925
19,98,1,0,1,67,0,1,2,2,0,0,1,1,0.2794117647058823,0,0,69.610522
23,87,0,0,1,87,2,1,2,2,2,0,0,2,0.2613636363636363,0,0,71.063491
30,88,0,2,1,64,2,1,0,2,1,0,0,2,0.4615384615384615,0,0,71.322821
28,90,0,1,1,75,2,1,1,0,1,1,1,1,0.3684210526315789,0,0,71.07005
28,83,2,1,0,61,2,1,1,2,0,1,2,2,0.4516129032258064,0,0,67.265043
9,78,2,2,0,98,1,3,1,2,2,0,1,2,0.0909090909090909,0,0,65.244908
27,77,1,0,0,86,0,1,0,0,0,0,0,2,0.3103448275862069,0,0,69.228524
23,99,2,0,0,89,0,1,2,2,1,0,1,2,0.2555555555555555,0,0,72.093387
14,73,0,2,1,57,0,2,2,2,1,0,1,1,0.2413793103448276,0,0,63.474255
22,95,1,0,1,69,0,3,2,2,1,1,2,0,0.3142857142857143,1,0,70.792588
17,79,0,0,1,78,2,2,0,2,2,0,1,2,0.2151898734177215,1,0,68.693823
20,64,2,0,0,82,2,3,2,1,0,0,1,1,0.2409638554216867,1,0,64.37013
27,83,2,0,1,94,2,2,1,0,2,0,1,2,0.2842105263157894,1,0,72.770724
25,65,0,2,1,84,0,1,0,2,2,0,1,2,0.2941176470588235,0,0,67.200132
18,65,2,0,0,83,1,1,2,0,1,0,1,2,0.2142857142857142,0,0,63.960265
8,99,2,2,0,54,1,2,1,2,1,0,2,2,0.1454545454545454,0,0,65.877147
19,62,0,2,1,94,2,0,0,1,1,0,2,2,0.2,0,1,65.373132
17,82,0,1,0,56,1,3,0,2,2,0,1,2,0.2982456140350877,0,0,67.32768
24,76,1,0,0,83,2,1,0,2,2,0,1,2,0.2857142857142857,0,0,68.33348
25,73,1,1,0,69,2,3,2,2,2,0,1,2,0.3571428571428571,0,0,67.706278
12,69,0,2,1,92,1,1,2,2,1,0,0,2,0.1290322580645161,0,0,63.696014
22,72,1,2,0,70,1,1,0,2,1,0,2,0,0.3098591549295774,0,0,64.50542
14,69,0,2,1,71,2,1,2,2,2,0,1,2,0.1944444444444444,0,0,63.603838
16,66,1,2,1,87,0,3,2,2,2,0,1,1,0.1818181818181818,0,0,64.789823
26,77,2,2,1,61,2,1,1,2,1,0,0,1,0.4193548387096774,0,0,66.509952
20,90,0,2,0,74,1,0,0,1,2,0,2,1,0.2666666666666666,0,1,69.805269
25,88,2,2,1,95,1,1,0,0,1,0,1,2,0.2604166666666667,0,0,71.364699
21,75,2,1,1,75,0,1,2,2,0,0,1,1,0.2763157894736842,0,0,65.366841
19,79,2,0,1,59,2,2,1,2,1,0,2,0,0.3166666666666666,1,0,66.077023
17,83,1,2,0,80,2,4,2,0,0,0,0,2,0.2098765432098765,0,0,67.436736
26,63,2,2,1,76,2,3,2,0,1,1,1,2,0.3376623376623376,0,0,65.420571
36,76,2,2,0,96,2,1,1,2,1,0,0,2,0.3711340206185567,0,0,70.697556
23,74,2,0,1,93,2,4,0,2,1,0,1,2,0.2446808510638297,1,0,69.808142
18,96,2,0,1,92,2,2,2,2,2,0,1,0,0.1935483870967742,1,0,71.124456
15,74,1,1,0,71,2,0,1,0,0,0,2,2,0.2083333333333333,0,0,63.401776
15,96,2,1,0,54,1,0,1,2,1,0,0,2,0.2727272727272727,0,0,66.610678
26,62,2,2,1,69,2,2,2,0,2,0,0,1,0.3714285714285714,0,0,65.240624
20,92,2,2,1,93,1,3,0,2,2,0,0,2,0.2127659574468085,0,0,71.496661
30,99,2,2,1,70,1,2,2,2,1,0,1,2,0.4225352112676056,0,0,73.469144
16,98,2,1,0,100,1,2,1,2,1,0,1,2,0.1584158415841584,0,0,70.599896
19,79,2,0,1,66,1,3,0,2,2,1,1,2,0.2835820895522388,1,0,67.734372
15,92,1,2,0,69,2,1,0,2,1,0,2,2,0.2142857142857142,0,0,67.17821
21,97,2,2,1,80,1,2,2,2,2,0,0,2,0.2592592592592592,0,0,71.414015
18,89,2,2,1,52,2,3,0,0,2,0,1,1,0.3396226415094339,0,0,68.237842
14,84,0,2,1,86,0,1,1,2,2,0,1,2,0.160919540229885,0,0,67.806966
13,76,1,2,1,97,0,4,1,1,1,0,0,1,0.1326530612244898,0,0,66.660883
18,71,0,2,0,71,2,1,2,0,2,0,1,1,0.25,0,0,64.574176
30,100,0,0,1,90,1,0,2,1,2,1,1,2,0.3296703296703296,0,0,74.992499
28,99,2,2,1,88,2,3,1,2,2,0,1,2,0.3146067415730337,0,0,74.680251
25,85,0,0,0,59,2,3,1,2,1,0,1,2,0.4166666666666667,1,0,70.500912
23,91,0,1,0,57,2,2,1,2,2,0,1,2,0.396551724137931,0,0,70.188415
26,99,2,2,0,94,0,2,2,2,2,0,1,2,0.2736842105263158,0,0,73.585037
26,64,2,0,0,91,2,1,1,2,1,0,1,1,0.2826086956521739,0,0,65.429587
11,76,2,2,1,71,2,1,2,1,1,0,0,2,0.1527777777777778,0,0,63.029701
9,90,2,2,1,65,2,0,2,2,1,0,1,0,0.1363636363636363,0,0,63.333563
13,88,2,2,1,68,0,1,0,2,2,0,1,2,0.1884057971014492,0,0,66.767579
18,78,1,2,1,59,0,0,0,0,2,0,1,1,0.3,0,0,65.740061
17,67,0,0,1,94,2,2,1,1,2,0,1,2,0.1789473684210526,1,0,67.268524
20,71,2,2,1,75,1,0,2,2,2,0,1,2,0.2631578947368421,0,0,64.914531
17,78,2,0,0,64,2,0,1,2,1,0,1,2,0.2615384615384615,0,0,64.31416
32,61,0,2,1,69,0,0,0,2,2,0,1,1,0.4571428571428571,0,0,66.788437
28,62,1,0,0,85,2,2,1,0,2,0,1,1,0.3255813953488372,1,0,67.748112
23,75,1,0,0,71,1,0,2,2,1,0,0,2,0.3194444444444444,0,0,66.134365
29,77,1,0,0,85,2,1,2,2,2,0,0,2,0.3372093023255814,0,0,69.732121
22,88,2,2,1,58,1,3,1,2,0,0,0,1,0.3728813559322034,0,0,67.913602
17,86,1,2,0,62,1,2,2,0,2,0,1,2,0.2698412698412698,0,0,67.537657
31,96,2,2,1,93,1,3,1,2,2,0,1,2,0.3297872340425531,0,0,75.350811
28,70,2,2,1,96,1,1,2,2,2,0,1,1,0.2886597938144329,0,0,68.011923
28,80,2,0,1,61,1,1,1,2,0,0,0,0,0.4516129032258064,0,0,67.4361
30,84,0,1,1,66,1,0,2,1,2,0,2,2,0.4477611940298507,0,1,72.254211
14,78,0,0,1,80,1,1,2,2,1,0,1,2,0.1728395061728395,0,0,66.073277
5,84,2,2,1,93,0,4,0,0,2,0,0,1,0.0531914893617021,0,0,66.296221
11,100,0,0,1,58,0,1,1,2,2,0,0,2,0.1864406779661017,0,0,69.174768
27,76,0,0,1,55,2,3,1,2,1,0,1,1,0.4821428571428571,1,0,69.257817
21,83,0,1,1,89,1,0,1,1,1,0,0,1,0.2333333333333333,0,0,68.595721
20,78,2,2,0,77,2,3,2,2,2,0,1,1,0.2564102564102564,0,0,66.501775
23,99,1,1,1,68,0,1,2,2,1,1,0,0,0.3333333333333333,0,0,69.878078
24,80,2,0,1,99,1,2,2,2,0,0,1,1,0.24,1,0,69.605638
21,72,2,0,1,80,1,1,2,2,1,0,1,2,0.2592592592592592,0,0,66.152829
22,65,2,2,1,66,0,2,2,2,0,0,1,2,0.3283582089552239,0,0,63.877111
11,81,1,0,1,63,2,3,2,2,1,0,2,2,0.171875,1,0,65.970874
13,73,2,0,0,93,2,0,0,0,1,0,2,2,0.1382978723404255,0,0,64.354707
22,64,2,2,0,73,0,3,2,2,2,0,2,1,0.2972972972972973,0,0,64.518765
16,71,2,0,0,69,2,1,1,2,1,0,2,2,0.2285714285714285,0,0,63.406224
21,66,2,2,0,62,1,3,2,2,2,0,1,2,0.3333333333333333,0,0,64.339609
9,87,1,1,0,71,1,0,1,0,1,0,0,1,0.125,0,0,64.306716
16,84,2,0,1,51,1,0,2,2,0,0,2,2,0.3076923076923077,0,0,64.780283
19,99,1,1,0,79,0,3,2,2,2,0,1,2,0.2375,0,0,71.944107
27,90,0,2,0,96,0,0,2,2,0,0,1,1,0.2783505154639175,0,0,70.495831
34,79,0,1,1,79,1,3,2,0,0,1,1,1,0.425,0,0,71.210531
7,61,1,0,1,76,0,1,2,2,2,0,1,0,0.0909090909090909,0,0,59.86101
17,85,2,1,0,94,0,4,1,2,2,0,0,2,0.1789473684210526,0,0,69.505976
21,84,0,1,1,87,1,2,0,2,2,0,2,0,0.2386363636363636,0,1,70.611498
17,72,0,0,1,65,1,3,1,0,2,0,2,0,0.2575757575757575,1,1,67.706761
8,61,2,2,1,54,2,1,0,2,2,0,0,2,0.1454545454545454,0,0,58.836777
31,84,2,2,1,87,2,2,1,2,1,0,0,0,0.3522727272727273,0,0,70.508684
20,86,1,2,0,57,2,0,2,0,2,0,1,1,0.3448275862068966,0,0,66.647159
15,75,2,0,1,65,0,1,1,1,2,0,2,1,0.2272727272727272,0,0,64.928577
28,64,2,2,1,56,2,1,1,1,0,0,0,2,0.4912280701754385,0,0,64.513787
13,72,2,0,0,56,1,1,1,0,2,0,2,1,0.2280701754385964,0,0,62.792214
34,91,2,1,0,98,2,0,2,2,1,0,1,1,0.3434343434343434,0,0,72.518678
26,67,1,2,1,62,0,0,2,2,0,0,1,1,0.4126984126984127,0,0,64.253484
20,91,0,0,1,61,1,4,1,2,2,0,2,2,0.3225806451612903,1,1,73.067175
11,70,2,2,0,98,2,3,0,2,1,0,2,2,0.1111111111111111,0,0,63.729677
36,71,2,2,1,56,2,2,0,2,2,0,1,0,0.631578947368421,0,0,68.762712
33,76,2,2,1,92,1,1,0,2,2,0,2,2,0.3548387096774194,0,0,71.214613
23,68,2,0,0,53,0,3,0,2,1,0,1,1,0.4259259259259259,1,0,65.536029
29,72,2,2,0,68,1,0,1,2,2,0,0,2,0.4202898550724637,0,0,66.836887
20,72,2,2,0,90,1,1,2,2,1,0,2,1,0.2197802197802197,0,0,64.794707
23,81,2,1,1,67,2,0,2,0,2,0,1,1,0.3382352941176471,0,0,67.511512
14,98,0,0,0,51,2,0,2,1,2,1,1,2,0.2692307692307692,0,0,67.333629
25,93,2,2,1,60,1,1,2,2,2,0,0,1,0.4098360655737705,0,0,69.910232
23,76,1,0,1,93,2,2,1,2,0,0,0,2,0.2446808510638297,1,0,68.951805
18,86,0,2,0,60,2,2,1,0,1,0,0,2,0.2950819672131147,0,0,67.457623
24,71,0,0,1,93,1,2,2,2,2,1,0,2,0.2553191489361702,1,0,68.891034
32,95,2,0,1,58,2,2,2,2,2,0,1,2,0.5423728813559322,1,0,74.313151
26,96,0,0,1,64,1,2,2,2,1,1,1,2,0.4,1,0,72.558403
24,71,2,2,1,74,2,1,2,2,2,0,1,2,0.32,0,0,66.296397
30,90,0,2,0,67,0,2,2,2,1,0,1,2,0.4411764705882353,0,0,71.864962
25,60,2,1,0,71,1,2,0,2,2,0,1,2,0.3472222222222222,0,0,64.826926
12,99,0,0,0,71,2,2,2,1,1,0,0,2,0.1666666666666666,1,0,69.657333
16,62,2,2,0,73,1,3,0,2,0,0,1,2,0.2162162162162162,0,0,61.822891
22,71,1,2,1,65,1,1,2,1,2,0,0,1,0.3333333333333333,0,0,65.517507
8,86,0,1,1,98,1,1,1,2,1,0,0,2,0.0808080808080808,0,0,66.670288
18,97,0,1,1,95,0,1,2,2,2,0,2,1,0.1875,0,1,72.699043
29,98,2,0,0,86,1,2,2,2,0,0,1,0,0.3333333333333333,1,0,72.858036
14,67,1,1,1,66,1,0,1,2,1,0,1,0,0.208955223880597,0,0,61.239399
24,75,2,0,1,75,0,0,2,0,2,0,0,0,0.3157894736842105,0,0,67.066226
26,96,2,2,1,63,2,1,0,2,2,0,2,2,0.40625,0,0,71.636937
29,61,2,0,0,61,2,0,1,2,0,0,1,2,0.4677419354838709,0,0,63.795283
27,81,2,1,1,98,2,0,0,2,2,0,1,2,0.2727272727272727,0,0,70.412496
12,69,0,0,1,53,1,2,1,0,1,0,0,2,0.2222222222222222,1,0,63.944695
23,79,2,0,1,97,2,1,0,1,1,0,1,1,0.2346938775510204,0,0,68.816325
21,96,2,2,1,71,2,2,1,0,0,0,1,1,0.2916666666666667,0,0,69.76093
21,82,1,1,1,54,0,3,1,2,0,0,0,1,0.3818181818181818,0,0,67.083355
18,79,1,2,1,58,2,3,2,0,0,0,1,2,0.3050847457627119,0,0,66.074719
21,92,0,1,0,76,1,2,1,2,2,0,0,2,0.2727272727272727,0,0,70.784974
33,89,1,2,0,99,2,2,0,0,2,0,0,1,0.33,0,0,74.049122
31,79,2,0,0,98,2,1,2,0,1,0,0,1,0.3131313131313131,0,0,70.452975
28,89,0,1,1,90,0,3,1,0,2,1,2,1,0.3076923076923077,0,1,74.377563
23,95,1,2,1,80,0,2,1,2,1,0,1,1,0.2839506172839506,0,0,71.317576
13,86,2,2,0,80,2,0,1,2,0,0,0,2,0.1604938271604938,0,0,64.364805
19,84,0,2,1,67,1,0,2,1,2,0,2,2,0.2794117647058823,0,1,68.810622
18,69,2,2,1,84,2,2,1,2,2,0,1,2,0.2117647058823529,0,0,65.251039
24,92,0,2,1,94,1,1,2,2,1,0,2,2,0.2526315789473684,0,1,72.844668
15,60,0,2,0,63,1,0,1,0,2,1,1,0,0.234375,0,0,59.676656
24,91,1,0,1,56,2,1,1,0,2,0,0,1,0.4210526315789473,0,0,70.447885
23,97,1,0,1,81,1,2,2,0,1,0,1,2,0.2804878048780488,1,0,73.638253
16,87,1,2,1,56,1,2,2,0,1,0,2,1,0.2807017543859649,0,0,66.818289
22,63,0,1,0,63,1,1,2,1,0,0,2,1,0.34375,0,1,63.953882
22,72,1,0,0,78,1,1,1,0,1,0,2,2,0.2784810126582278,0,0,66.80356
23,96,2,0,0,70,2,1,2,2,1,0,1,2,0.323943661971831,0,0,70.229642
16,74,2,0,0,80,1,0,2,2,0,0,1,2,0.1975308641975308,0,0,63.551912
22,85,0,2,1,96,2,0,1,2,1,0,1,1,0.2268041237113402,0,0,69.00449
23,64,0,2,1,80,1,3,2,0,0,1,0,1,0.2839506172839506,0,0,64.774527
19,69,2,2,1,67,2,4,0,0,2,0,2,1,0.2794117647058823,0,0,65.792303
15,87,0,1,1,80,0,0,1,2,2,0,0,2,0.1851851851851851,0,0,68.143788
31,84,2,2,0,87,0,0,2,2,2,0,0,1,0.3522727272727273,0,0,70.239034
21,63,2,1,0,74,2,0,1,2,0,0,1,2,0.28,0,0,62.172007
19,88,2,2,1,76,1,1,2,0,2,0,1,0,0.2467532467532467,0,0,68.020577
10,76,2,1,1,79,1,3,2,2,1,0,1,0,0.125,0,0,63.38893
5,79,0,0,1,89,1,3,2,2,1,0,0,2,0.0555555555555555,1,0,65.620216
11,69,2,2,0,93,2,0,2,0,0,0,0,2,0.1170212765957446,0,0,61.487623
9,65,1,2,1,89,2,2,1,2,2,0,1,1,0.1,0,0,62.052949
15,67,2,2,1,94,1,0,0,1,2,0,2,1,0.1578947368421052,0,0,63.763761
19,96,2,2,1,95,0,3,2,0,0,0,0,2,0.1979166666666666,0,0,71.464499
28,76,2,2,1,99,0,1,2,2,1,0,1,2,0.28,0,0,69.469341
26,70,2,1,1,75,2,1,2,1,1,1,1,0,0.3421052631578947,0,0,64.954734
27,80,1,1,1,84,1,4,1,2,2,0,0,1,0.3176470588235294,0,0,71.159725
22,63,2,0,1,85,2,4,0,0,0,0,0,2,0.2558139534883721,1,0,66.82891
17,98,0,0,0,94,1,0,0,1,0,0,0,2,0.1789473684210526,0,0,70.465688
13,67,2,1,1,70,2,0,1,0,0,0,1,2,0.1830985915492957,0,0,61.537234
22,88,2,1,1,70,2,3,1,2,2,0,1,2,0.3098591549295774,0,0,70.201722
12,68,0,1,0,52,1,5,0,0,1,0,0,2,0.2264150943396226,0,0,63.665758
18,83,0,1,0,76,2,0,2,1,1,0,1,2,0.2337662337662337,0,0,66.75049
21,91,2,0,1,66,1,3,1,2,1,0,0,1,0.3134328358208955,1,0,70.30605
12,72,2,2,0,67,1,4,2,2,1,0,1,2,0.1764705882352941,0,0,63.066836
21,71,2,2,0,58,1,3,1,2,0,0,0,2,0.3559322033898305,0,0,64.14119
21,62,0,2,0,86,2,2,2,0,2,0,1,2,0.2413793103448276,0,0,65.331244
13,79,0,0,0,92,2,3,2,2,1,0,1,2,0.1397849462365591,1,0,67.364821
16,66,0,2,1,79,0,0,0,0,1,0,0,2,0.2,0,0,64.016329
12,67,0,0,0,76,0,1,1,2,0,0,1,1,0.1558441558441558,0,0,61.807246
21,70,2,1,1,90,2,1,1,2,1,0,1,1,0.2307692307692307,0,0,65.448972
14,79,0,2,0,81,0,3,0,2,0,0,1,2,0.1707317073170731,0,0,65.926285
19,87,1,2,0,54,1,3,1,0,2,0,1,1,0.3454545454545454,0,0,68.046618
17,73,0,0,1,92,2,2,0,2,0,0,1,1,0.1827956989247312,1,0,66.696377
19,78,2,1,1,56,1,3,0,2,1,0,0,1,0.3333333333333333,0,0,65.903637
26,74,0,2,0,62,2,0,1,2,1,0,1,2,0.4126984126984127,0,0,66.209518
16,73,2,2,1,75,0,3,2,2,2,0,1,1,0.2105263157894736,0,0,65.189246
13,78,2,0,1,88,0,0,0,1,1,0,0,2,0.146067415730337,0,0,65.610233
14,74,1,2,1,66,2,0,2,0,0,0,2,2,0.208955223880597,0,0,63.036146
15,69,1,2,1,52,2,0,0,2,1,0,0,2,0.2830188679245283,0,0,61.798835
16,95,2,1,0,68,1,2,2,0,1,0,1,2,0.2318840579710145,0,0,68.718364
27,75,1,2,0,86,2,3,2,2,2,0,2,2,0.3103448275862069,0,0,69.274714
13,73,2,1,0,59,2,0,2,0,1,0,2,2,0.2166666666666666,0,0,62.057846
17,75,2,1,0,73,0,0,1,2,1,0,1,2,0.2297297297297297,0,0,64.2064
10,78,2,0,1,74,2,1,1,2,1,0,2,2,0.1333333333333333,0,0,63.908058
15,77,1,2,1,63,2,0,2,2,1,0,1,2,0.234375,0,0,63.734723
19,79,0,2,1,68,2,2,0,0,0,0,0,2,0.2753623188405797,0,0,66.935019
15,73,1,0,1,93,2,1,1,0,2,0,0,0,0.1595744680851064,0,0,65.62374
17,94,2,0,0,80,0,0,2,1,1,0,0,2,0.2098765432098765,0,0,68.660076
26,91,0,2,1,65,1,0,2,0,1,0,1,1,0.3939393939393939,0,0,70.353631
22,75,0,2,1,84,1,3,0,2,0,0,0,2,0.2588235294117647,0,0,67.921221
20,69,2,0,0,63,1,0,1,2,0,0,2,2,0.3125,0,0,63.075896
23,75,2,1,1,66,2,5,2,1,1,0,1,2,0.3432835820895522,0,0,68.218372
21,98,0,2,1,95,2,0,2,2,1,0,1,2,0.21875,0,0,71.598062
28,98,2,0,1,72,2,1,1,0,2,0,0,2,0.3835616438356164,0,0,73.821785
27,90,2,2,0,82,2,0,2,2,2,0,0,1,0.3253012048192771,0,0,69.710108
24,94,1,2,0,60,1,0,2,2,1,0,1,2,0.3934426229508196,0,0,69.169225
28,91,0,2,0,98,1,2,1,2,2,0,2,2,0.2828282828282828,0,1,74.484516
21,84,0,0,1,61,1,1,2,0,0,0,1,1,0.3387096774193548,0,0,67.831333
22,76,0,2,1,84,0,2,2,0,1,0,1,2,0.2588235294117647,0,0,68.684323
18,79,2,2,1,69,2,2,0,1,2,0,0,2,0.2571428571428571,0,0,66.768506
22,63,1,1,1,94,2,0,2,2,0,1,1,0,0.231578947368421,0,0,62.523349
24,86,0,2,0,89,1,2,1,2,0,0,2,0,0.2666666666666666,0,1,69.897183
16,66,1,0,1,99,2,1,1,2,2,0,0,2,0.16,0,0,65.305491
11,85,2,2,0,79,1,2,0,1,2,0,1,2,0.1375,0,0,66.101183
25,74,1,2,1,65,0,0,0,2,1,0,1,1,0.3787878787878788,0,0,66.254981
24,78,0,0,1,87,2,2,2,2,1,0,1,2,0.2727272727272727,1,0,70.17341
25,77,0,2,1,98,1,0,0,2,2,0,1,2,0.2525252525252525,0,0,69.666944
20,93,2,2,1,82,1,1,2,0,2,1,1,1,0.2409638554216867,0,0,69.256748
17,90,0,2,0,82,2,0,2,0,1,0,0,2,0.2048192771084337,0,0,68.031909
20,90,2,2,1,83,0,1,1,1,2,0,0,2,0.238095238095238,0,0,69.982988
20,67,2,2,0,93,1,1,1,2,0,1,0,2,0.2127659574468085,0,0,63.065049
7,77,1,2,1,53,0,4,1,2,2,0,0,1,0.1296296296296296,0,0,63.094654
24,84,2,2,1,74,2,2,2,0,2,0,1,0,0.32,0,0,68.848506
25,60,2,0,1,67,2,1,2,0,1,0,0,2,0.3676470588235294,0,0,64.552505
24,60,2,2,0,85,1,1,0,2,1,0,2,1,0.2790697674418604,0,0,63.549961
23,76,0,2,0,81,2,3,1,0,2,0,1,2,0.2804878048780488,0,0,68.991238
12,62,2,0,1,63,0,1,0,2,1,0,1,2,0.1875,0,0,61.135837
15,95,1,1,1,88,1,1,1,2,0,0,1,2,0.1685393258426966,0,0,69.076135
17,64,2,2,0,50,2,2,1,0,2,0,1,1,0.3333333333333333,0,0,61.741117
23,69,2,2,1,58,0,0,2,2,1,0,2,2,0.3898305084745763,0,0,64.307071
32,94,2,0,1,55,0,4,2,2,2,1,1,2,0.5714285714285714,1,0,74.409432
19,64,0,1,1,86,1,3,0,2,1,0,2,2,0.2183908045977011,0,1,66.910793
18,65,2,0,1,91,2,5,1,2,1,0,0,2,0.1956521739130435,1,0,66.757053
28,97,2,2,1,88,0,2,2,2,1,0,1,1,0.3146067415730337,0,0,73.042068
23,63,2,2,0,73,1,1,1,2,1,0,0,1,0.3108108108108108,0,0,62.994516
