Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Study_Efficiency,High_Support,Family_Education_Support,Exam_Score
21,83,0,0,0,64,2,2,2,1,1,0,1,2,0.3230769230769231,1,0,68
30,95,2,2,1,90,2,3,2,2,1,0,1,1,0.32967032967032966,0,0,74
11,67,2,2,1,54,1,0,1,2,2,0,1,2,0.2,0,0,60
19,62,2,1,0,89,0,3,2,2,2,0,1,1,0.2111111111111111,0,0,63
17,99,2,2,0,86,1,1,2,2,2,0,0,2,0.19540229885057472,0,0,70
13,85,1,0,1,84,2,0,1,2,1,0,1,1,0.15294117647058825,0,0,64
20,80,1,2,1,89,2,0,0,0,1,0,2,0,0.2222222222222222,0,0,67
24,91,2,2,1,55,1,0,2,1,1,0,0,1,0.42857142857142855,0,0,67
23,92,2,0,0,72,2,0,1,2,1,0,0,0,0.3150684931506849,0,0,69
19,66,0,0,1,59,2,1,2,1,2,0,2,1,0.31666666666666665,0,1,65
17,67,1,2,1,62,2,0,2,2,1,0,0,1,0.2698412698412698,0,0,61
19,85,2,2,1,53,0,1,2,2,1,0,0,0,0.35185185185185186,0,0,66
16,68,2,0,0,83,0,2,1,0,2,0,1,2,0.19047619047619047,1,0,65
17,74,2,2,0,56,2,1,2,0,0,0,1,1,0.2982456140350877,0,0,63
23,68,0,2,1,55,2,1,2,2,2,0,1,1,0.4107142857142857,0,0,65
28,100,0,1,1,72,2,1,1,2,0,0,2,2,0.3835616438356164,0,1,73
25,91,2,2,0,74,0,1,2,0,2,0,0,1,0.3333333333333333,0,0,71
17,61,1,1,1,58,2,1,2,0,1,0,1,2,0.288135593220339,0,0,60
31,91,0,2,1,84,1,2,1,2,0,0,1,2,0.36470588235294116,0,0,72
13,61,1,1,0,73,1,2,0,2,2,0,1,2,0.17567567567567569,0,0,59
21,96,2,2,1,87,2,0,2,2,1,1,1,2,0.23863636363636365,0,0,70
28,78,0,2,0,73,0,2,2,2,1,0,0,1,0.3783783783783784,0,0,70
15,77,2,0,1,78,2,0,1,0,1,0,1,1,0.189873417721519,0,0,65
24,86,2,0,1,91,1,0,1,0,2,0,0,2,0.2608695652173913,0,0,72
20,94,2,2,0,89,2,0,1,2,1,0,1,2,0.2222222222222222,0,0,68
19,69,2,1,0,72,2,1,1,1,2,0,1,0,0.2602739726027397,0,0,61
20,60,2,1,1,73,2,0,1,1,1,0,2,1,0.2702702702702703,0,0,60
8,80,0,2,0,86,2,2,1,2,1,0,1,2,0.09195402298850575,0,0,64
14,68,0,0,1,79,1,2,1,2,2,0,0,2,0.175,1,0,66
18,95,2,0,1,94,2,6,1,0,1,0,1,0,0.18947368421052632,1,0,73
23,86,1,2,1,100,2,0,1,0,0,0,2,2,0.22772277227722773,0,0,69
17,65,1,0,1,75,2,2,1,2,2,0,1,2,0.2236842105263158,1,0,63
18,71,1,1,0,80,2,1,2,1,1,0,2,1,0.2222222222222222,0,0,63
17,60,2,2,1,97,2,1,2,2,0,0,0,0,0.17346938775510204,0,0,62
22,89,0,0,1,89,2,0,2,2,1,0,1,1,0.24444444444444444,0,0,71
29,92,2,0,0,58,1,2,2,1,1,0,0,2,0.4915254237288136,1,0,72
20,71,1,0,1,62,0,2,2,2,0,0,0,2,0.31746031746031744,1,0,66
11,84,0,2,0,81,1,1,1,2,0,0,1,1,0.13414634146341464,0,0,64
31,78,0,0,1,97,1,0,2,0,1,0,1,2,0.3163265306122449,0,0,72
19,82,2,2,0,67,2,0,1,1,2,0,2,0,0.27941176470588236,0,0,65
15,83,2,0,0,89,1,1,2,0,1,1,1,2,0.16666666666666666,0,0,65
23,92,2,1,1,54,0,3,2,2,2,1,2,2,0.41818181818181815,0,0,70
18,66,0,2,0,92,2,2,1,2,1,0,1,1,0.1935483870967742,0,0,65
22,67,2,0,0,70,0,2,1,2,2,0,1,2,0.30985915492957744,1,0,66
19,98,2,2,1,87,2,0,2,2,0,0,1,2,0.2159090909090909,0,0,70
16,96,0,2,1,58,2,2,0,1,2,0,2,1,0.2711864406779661,0,1,71
21,88,2,0,0,93,2,4,1,2,2,0,1,2,0.22340425531914893,1,0,72
25,75,1,1,1,82,2,3,2,0,0,0,2,2,0.30120481927710846,0,0,68
20,80,1,2,1,86,0,1,1,2,2,0,1,2,0.22988505747126436,0,0,67
22,70,2,0,1,53,2,3,2,0,2,0,1,2,0.4074074074074074,1,0,67
20,96,0,2,1,65,0,0,2,1,1,0,1,2,0.30303030303030304,0,0,70
17,77,2,2,1,54,1,3,1,2,1,0,1,1,0.3090909090909091,0,0,64
25,100,0,1,0,85,1,1,2,2,2,0,1,2,0.29069767441860467,0,0,72
24,62,2,0,0,83,1,1,2,1,1,0,0,1,0.2857142857142857,0,0,64
4,76,2,2,1,90,2,2,0,2,2,0,1,1,0.04395604395604396,0,0,63
13,64,2,1,1,77,2,0,1,0,1,0,1,2,0.16666666666666666,0,0,60
23,67,2,2,1,63,0,3,1,0,1,0,1,2,0.359375,0,0,66
26,67,1,2,1,77,1,2,1,0,1,1,1,1,0.3333333333333333,0,0,64
11,66,2,2,1,74,2,3,2,0,1,0,1,0,0.14666666666666667,0,0,62
21,94,2,0,0,73,1,0,2,0,1,0,2,0,0.28378378378378377,0,0,70
13,71,2,0,0,86,1,2,1,2,2,0,2,2,0.14942528735632185,1,0,65
26,79,2,1,1,63,2,0,1,2,2,0,1,2,0.40625,0,0,66
14,65,2,2,1,94,2,5,1,2,0,0,2,1,0.14736842105263157,0,0,65
5,87,0,1,0,86,2,2,2,0,2,0,2,2,0.05747126436781609,0,1,66
27,63,2,1,1,80,0,1,2,0,1,0,1,1,0.3333333333333333,0,0,65
27,74,2,0,0,71,2,1,2,2,2,0,1,2,0.375,0,0,69
17,98,0,2,0,88,2,2,1,0,0,0,1,0,0.19101123595505617,0,0,70
18,75,2,2,1,66,0,1,0,0,2,0,1,2,0.26865671641791045,0,0,67
20,69,2,0,1,97,2,3,2,0,2,1,0,2,0.20408163265306123,1,0,68
13,69,0,0,0,73,1,1,2,1,2,0,1,0,0.17567567567567569,0,0,62
22,89,0,0,1,80,2,1,0,0,2,0,1,2,0.2716049382716049,0,0,73
26,62,2,2,0,59,2,1,2,2,1,0,1,1,0.43333333333333335,0,0,63
33,95,1,1,1,77,1,2,0,0,2,0,1,1,0.4230769230769231,0,0,73
27,91,1,0,1,70,1,1,2,1,1,0,1,1,0.38028169014084506,0,0,70
27,73,0,0,1,73,0,5,0,0,0,0,1,2,0.36486486486486486,1,0,73
12,65,2,0,0,71,2,1,1,0,1,0,1,1,0.16666666666666666,0,0,62
8,75,2,2,0,92,2,5,0,0,2,0,1,1,0.08602150537634409,0,0,66
14,91,2,2,1,62,2,2,1,0,1,0,0,2,0.2222222222222222,0,0,68
23,72,0,1,1,84,1,2,1,2,0,0,1,1,0.27058823529411763,0,0,65
24,63,2,2,1,85,0,1,1,2,2,0,1,0,0.27906976744186046,0,0,65
20,92,1,0,0,82,2,0,2,2,1,0,1,2,0.24096385542168675,0,0,69
22,71,0,2,0,79,0,1,1,1,2,0,1,2,0.275,0,0,66
17,77,1,2,1,59,2,2,2,0,1,0,1,2,0.2833333333333333,0,0,65
24,98,1,1,0,93,1,2,1,1,2,0,0,2,0.2553191489361702,0,0,69
17,88,1,1,0,67,2,0,2,0,1,0,2,2,0.25,0,0,65
25,61,2,0,1,65,1,3,1,1,1,0,0,2,0.3787878787878788,1,0,65
12,77,1,2,0,64,1,2,0,0,2,0,0,1,0.18461538461538463,0,0,64
23,93,2,0,0,81,0,2,1,2,0,0,0,2,0.2804878048780488,1,0,71
11,69,0,2,1,100,1,1,1,2,1,0,1,2,0.10891089108910891,0,0,64
22,70,2,0,1,74,1,2,1,0,0,0,1,1,0.29333333333333333,1,0,65
17,63,2,2,0,94,1,0,2,2,0,0,1,1,0.17894736842105263,0,0,61
27,93,0,1,1,84,1,1,2,2,1,0,2,2,0.3176470588235294,0,1,72
15,93,2,1,1,80,1,0,1,2,2,0,1,2,0.18518518518518517,0,0,66
18,75,2,1,1,100,0,2,1,2,2,0,1,2,0.1782178217821782,0,0,67
11,73,0,1,1,68,0,3,1,0,1,0,0,1,0.15942028985507245,0,0,64
17,65,2,2,1,96,1,2,2,0,2,0,0,1,0.17525773195876287,0,0,65
12,70,0,2,0,85,0,1,0,2,2,0,2,2,0.13953488372093023,0,1,66
24,75,2,1,0,85,2,1,1,2,2,1,2,2,0.27906976744186046,0,0,66
18,69,1,1,1,89,1,2,1,0,1,1,1,1,0.2,0,0,61
9,70,0,2,0,82,1,2,0,0,0,0,1,2,0.10843373493975904,0,0,62
26,94,1,0,1,92,1,1,1,0,1,0,1,2,0.27956989247311825,0,0,72
18,64,2,2,1,51,2,2,1,2,2,0,1,2,0.34615384615384615,0,0,62
21,98,2,0,0,63,1,0,1,0,1,0,2,2,0.328125,0,0,70
21,81,1,2,1,61,0,3,2,1,0,0,1,1,0.3387096774193548,0,0,66
12,89,2,1,1,55,1,1,1,0,0,0,1,2,0.21428571428571427,0,0,63
18,80,2,1,1,92,0,0,2,0,2,0,0,2,0.1935483870967742,0,0,67
17,81,1,2,1,77,2,3,1,2,1,0,0,0,0.21794871794871795,0,0,66
17,97,2,0,1,88,2,0,2,2,2,0,1,2,0.19101123595505617,0,0,70
16,97,2,2,0,96,1,4,1,0,1,0,1,2,0.16494845360824742,0,0,69
15,68,0,1,1,73,2,0,2,2,2,0,0,2,0.20270270270270271,0,0,62
16,74,1,2,1,86,1,1,1,2,1,0,1,2,0.1839080459770115,0,0,63
14,93,2,1,1,83,1,4,2,2,1,0,2,2,0.16666666666666666,0,0,68
16,73,0,2,1,62,2,0,0,0,1,0,1,2,0.25396825396825395,0,0,65
13,61,1,2,1,84,0,1,2,0,1,1,2,0,0.15294117647058825,0,0,60
19,73,0,2,0,52,2,1,2,2,2,0,1,2,0.3584905660377358,0,0,65
17,62,2,2,1,78,2,0,2,0,0,0,1,2,0.21518987341772153,0,0,62
15,75,0,2,1,74,2,3,2,0,2,0,0,2,0.2,0,0,68
13,99,0,1,0,83,2,1,2,2,1,0,2,0,0.15476190476190477,0,1,69
30,81,2,1,1,67,2,1,0,0,0,0,1,2,0.4411764705882353,0,0,69
14,93,2,1,1,75,1,0,2,0,0,0,1,1,0.18421052631578946,0,0,65
21,80,2,2,0,92,1,1,2,2,2,0,1,1,0.22580645161290322,0,0,67
19,61,2,1,0,62,2,2,2,2,1,0,1,0,0.30158730158730157,0,0,60
21,68,2,2,1,85,2,3,0,2,2,0,0,1,0.2441860465116279,0,0,66
21,94,2,2,1,65,1,5,0,0,1,1,1,2,0.3181818181818182,0,0,71
23,99,2,2,0,95,0,5,2,2,1,0,1,1,0.23958333333333334,0,0,74
14,70,2,2,1,51,1,1,1,0,0,0,0,2,0.2692307692307692,0,0,62
20,76,0,0,1,87,1,1,1,2,0,0,2,1,0.22727272727272727,0,1,68
23,94,2,0,1,94,1,2,2,0,2,0,1,2,0.24210526315789474,1,0,73
24,86,2,0,1,69,0,1,2,0,1,0,2,2,0.34285714285714286,0,0,72
20,93,0,2,0,78,1,1,1,2,2,0,0,1,0.25316455696202533,0,0,70
17,78,1,2,1,76,1,4,2,2,2,0,0,2,0.22077922077922077,0,0,66
25,76,2,0,0,89,0,3,1,2,1,0,0,2,0.2777777777777778,1,0,70
19,77,0,1,0,53,2,1,1,2,2,0,1,2,0.35185185185185186,0,0,64
17,98,1,2,0,92,2,0,0,2,2,0,0,2,0.1827956989247312,0,0,69
20,67,0,1,0,82,2,3,1,0,1,1,1,2,0.24096385542168675,0,0,65
17,95,1,0,0,77,2,2,2,2,2,0,1,1,0.21794871794871795,1,0,69
16,87,1,2,1,96,2,1,1,0,2,0,0,1,0.16494845360824742,0,0,66
23,72,0,2,0,58,2,2,1,0,2,0,0,2,0.3898305084745763,0,0,66
21,85,2,2,0,50,1,1,2,0,1,0,1,0,0.4117647058823529,0,0,65
7,93,0,0,1,52,0,1,2,1,0,0,1,1,0.1320754716981132,0,0,65
22,63,0,1,1,55,2,2,2,2,1,0,1,2,0.39285714285714285,0,0,64
11,99,2,0,1,88,0,4,2,1,1,0,0,2,0.12359550561797752,1,0,71
25,65,2,1,0,94,1,1,1,0,2,0,1,0,0.2631578947368421,0,0,64
19,63,1,0,1,58,2,2,1,0,1,0,2,2,0.3220338983050847,1,0,64
24,98,2,1,0,53,2,3,0,1,0,0,2,0,0.4444444444444444,0,0,69
10,92,2,2,0,60,0,3,1,1,2,0,0,2,0.16393442622950818,0,0,66
15,94,2,1,0,60,2,2,2,2,1,0,1,0,0.2459016393442623,0,0,66
19,81,1,0,1,62,2,1,2,1,0,0,1,1,0.30158730158730157,0,0,64
28,70,0,0,1,97,2,5,1,1,0,1,1,2,0.2857142857142857,1,0,70
19,64,1,2,0,62,2,0,0,2,2,1,0,2,0.30158730158730157,0,0,61
21,97,2,0,1,53,1,0,1,2,0,1,1,1,0.3888888888888889,0,0,67
22,65,1,0,1,85,2,2,0,2,2,1,2,2,0.2558139534883721,1,0,66
25,87,2,1,0,52,0,1,1,0,2,0,1,2,0.4716981132075472,0,0,68
24,68,2,2,1,74,2,1,2,2,1,0,1,2,0.32,0,0,65
25,73,0,2,1,71,1,0,1,2,2,0,0,0,0.3472222222222222,0,0,67
16,89,2,2,1,74,2,1,1,2,1,0,1,0,0.21333333333333335,0,0,65
7,82,0,0,1,56,2,0,1,2,0,0,1,0,0.12280701754385964,0,0,62
29,94,0,2,0,79,2,6,1,0,1,0,0,2,0.3625,0,0,76
21,100,2,2,0,92,1,3,1,1,2,1,2,2,0.22580645161290322,0,0,71
21,80,2,2,1,90,2,0,2,2,0,0,0,2,0.23076923076923078,0,0,68
14,69,0,2,0,55,2,3,1,1,2,0,1,1,0.25,0,0,62
7,62,0,2,1,74,2,3,2,2,1,0,2,2,0.09333333333333334,0,1,62
18,95,2,2,0,81,2,0,1,2,2,1,1,2,0.21951219512195122,0,0,68
19,82,0,2,0,82,1,2,1,2,0,0,2,2,0.2289156626506024,0,1,68
21,91,2,2,1,78,0,2,1,0,0,0,1,2,0.26582278481012656,0,0,70
32,65,0,2,0,57,2,1,0,2,0,0,1,2,0.5517241379310345,0,0,67
27,61,0,0,1,86,2,3,2,0,2,0,1,2,0.3103448275862069,1,0,70
17,97,0,2,1,63,2,2,1,2,2,0,1,2,0.265625,0,0,70
28,96,1,0,0,63,0,1,0,2,2,0,1,1,0.4375,0,0,71
17,68,0,2,0,57,2,2,2,1,1,0,1,1,0.29310344827586204,0,0,63
17,98,2,1,1,62,1,1,2,2,1,0,0,2,0.2698412698412698,0,0,68
22,97,0,2,1,68,1,7,2,0,0,0,0,2,0.3188405797101449,0,0,75
33,78,1,1,0,86,2,1,1,0,2,0,1,2,0.3793103448275862,0,0,69
23,94,2,0,0,100,1,2,2,0,1,0,2,2,0.22772277227722773,1,0,73
16,90,0,0,1,58,0,1,1,2,1,0,2,2,0.2711864406779661,0,1,70
15,93,2,2,1,52,2,3,1,2,0,0,0,2,0.2830188679245283,0,0,68
17,81,1,2,1,78,1,1,1,0,2,0,0,1,0.21518987341772153,0,0,66
12,97,2,0,1,57,1,0,1,2,2,0,0,1,0.20689655172413793,0,0,67
24,82,0,2,0,91,2,2,0,2,2,0,1,2,0.2608695652173913,0,0,70
22,81,0,2,0,87,1,0,1,2,1,0,1,2,0.25,0,0,67
14,91,2,0,1,70,2,2,1,2,1,0,2,1,0.19718309859154928,1,0,68
22,65,0,1,0,82,2,2,2,0,2,0,2,2,0.26506024096385544,0,1,66
21,77,1,2,1,90,2,4,2,2,1,0,2,1,0.23076923076923078,0,0,68
20,89,2,0,1,91,2,2,2,2,2,0,1,2,0.21739130434782608,1,0,72
23,72,2,0,0,87,1,3,2,1,1,0,1,2,0.26136363636363635,1,0,67
12,98,2,0,0,68,2,3,1,0,1,0,1,2,0.17391304347826086,1,0,69
22,80,2,0,1,72,1,2,2,2,1,0,0,2,0.3013698630136986,1,0,69
26,68,2,0,1,90,2,4,1,0,1,0,1,2,0.2857142857142857,1,0,70
28,77,1,0,1,89,2,3,1,2,2,1,1,0,0.3111111111111111,1,0,68
17,81,0,2,0,95,0,2,2,2,2,0,1,2,0.17708333333333334,0,0,69
28,82,2,0,0,71,1,1,2,0,1,0,1,2,0.3888888888888889,0,0,70
12,62,0,0,1,63,0,0,1,2,0,0,1,2,0.1875,0,0,61
27,78,2,0,0,89,1,0,1,2,1,0,2,2,0.3,0,0,69
20,95,0,2,1,87,1,0,1,2,2,0,2,1,0.22727272727272727,0,1,71
20,89,0,0,1,52,1,2,2,2,0,0,0,1,0.37735849056603776,1,0,69
24,84,1,2,1,99,2,1,2,0,2,0,2,0,0.24,0,0,70
18,71,0,1,1,92,2,1,1,2,0,1,0,2,0.1935483870967742,0,0,64
16,73,1,1,0,94,2,1,1,2,0,0,0,2,0.16842105263157894,0,0,61
24,61,2,2,0,83,0,0,2,2,2,1,1,2,0.2857142857142857,0,0,64
21,70,2,0,0,78,2,3,2,1,1,0,0,0,0.26582278481012656,1,0,65
18,71,1,1,1,61,1,2,1,2,0,0,0,2,0.2903225806451613,0,0,61
18,64,0,0,0,69,2,3,0,2,2,0,0,1,0.2571428571428571,1,0,66
16,82,1,0,0,75,2,0,1,2,0,0,2,1,0.21052631578947367,0,0,64
25,75,1,0,0,57,0,4,1,0,2,0,0,2,0.43103448275862066,1,0,70
19,99,1,0,0,67,1,3,0,2,1,0,0,1,0.27941176470588236,1,0,70
23,81,2,2,0,85,1,0,2,2,2,0,1,2,0.26744186046511625,0,0,68
25,88,1,0,1,53,2,2,2,0,0,0,0,2,0.46296296296296297,1,0,70
19,89,0,2,1,90,0,0,1,0,0,0,0,1,0.2087912087912088,0,0,70
31,84,2,2,0,50,2,2,1,0,2,0,1,2,0.6078431372549019,0,0,69
14,80,0,1,1,98,0,2,1,0,0,0,1,2,0.1414141414141414,0,0,66
26,68,0,1,1,70,2,1,1,2,2,0,0,2,0.36619718309859156,0,0,67
7,88,0,0,1,71,2,0,1,2,2,0,1,1,0.09722222222222222,0,0,65
8,89,2,0,1,81,1,4,1,2,1,0,0,2,0.0975609756097561,1,0,67
16,61,2,1,1,81,2,0,2,2,0,0,0,2,0.1951219512195122,0,0,60
18,74,0,2,1,69,2,0,1,2,2,0,1,1,0.2571428571428571,0,0,65
27,98,0,0,0,58,2,1,0,2,2,0,2,0,0.4576271186440678,0,1,74
18,95,2,2,1,96,1,4,2,2,0,0,0,2,0.18556701030927836,0,0,72
15,96,0,0,0,82,2,2,1,1,1,0,1,2,0.18072289156626506,1,0,70
19,81,2,1,1,96,0,1,1,2,0,0,2,2,0.1958762886597938,0,0,67
17,79,1,0,1,82,2,0,2,0,0,0,0,2,0.20481927710843373,0,0,66
18,63,2,2,1,66,1,2,2,2,0,0,0,2,0.26865671641791045,0,0,62
20,91,0,1,1,82,2,0,2,2,1,0,0,2,0.24096385542168675,0,0,70
28,61,0,2,0,76,0,1,2,0,2,0,1,1,0.36363636363636365,0,0,67
26,92,2,1,1,72,2,1,1,2,1,0,1,1,0.3561643835616438,0,0,69
21,88,0,1,1,69,2,4,2,2,1,0,0,2,0.3,0,0,71
20,98,1,1,0,78,1,4,0,0,1,0,1,0,0.25316455696202533,0,0,69
26,72,2,2,1,76,2,1,2,2,0,0,2,2,0.33766233766233766,0,0,68
12,72,2,2,0,88,0,2,0,2,2,0,1,2,0.1348314606741573,0,0,65
17,81,2,2,0,87,0,0,1,0,1,0,0,2,0.19318181818181818,0,0,67
19,71,0,2,1,99,1,0,1,0,0,0,1,1,0.19,0,0,65
18,88,2,2,0,64,1,0,2,1,2,0,0,1,0.27692307692307694,0,0,66
15,92,2,0,1,84,2,0,0,1,2,0,1,1,0.17647058823529413,0,0,69
18,85,2,2,0,96,2,0,0,0,0,0,0,1,0.18556701030927836,0,0,68
17,85,0,1,1,93,1,2,2,0,2,0,0,0,0.18085106382978725,0,0,68
22,67,2,2,1,58,2,1,1,2,1,0,2,2,0.3728813559322034,0,0,64
15,71,0,0,0,60,2,0,1,0,0,0,1,0,0.2459016393442623,0,0,62
24,66,2,2,0,64,2,0,2,0,1,0,1,2,0.36923076923076925,0,0,64
26,62,1,0,0,86,2,2,2,2,2,0,1,2,0.2988505747126437,1,0,66
21,94,2,0,0,95,1,0,2,0,0,0,1,2,0.21875,0,0,70
12,97,2,1,1,83,2,0,1,2,1,0,0,1,0.14285714285714285,0,0,66
15,90,2,2,1,55,2,1,1,2,1,0,0,2,0.26785714285714285,0,0,66
22,80,2,2,1,61,0,1,1,2,2,0,0,1,0.3548387096774194,0,0,67
36,89,0,1,1,62,1,2,1,0,0,0,0,1,0.5714285714285714,0,0,72
29,84,2,1,1,68,1,1,1,2,1,0,1,1,0.42028985507246375,0,0,67
22,97,1,2,0,75,2,1,2,2,2,0,2,2,0.2894736842105263,0,0,71
20,82,1,1,1,52,1,0,2,2,1,0,0,2,0.37735849056603776,0,0,64
26,61,1,2,1,51,0,0,1,2,1,0,1,1,0.5,0,0,62
18,88,0,2,0,68,1,0,2,0,1,0,1,0,0.2608695652173913,0,0,67
28,69,0,0,1,54,1,1,1,2,1,0,0,0,0.509090909090909,0,0,65
18,85,0,1,1,99,0,0,1,2,1,0,0,2,0.18,0,0,69
18,64,1,2,1,57,2,1,0,2,1,0,1,1,0.3103448275862069,0,0,61
13,69,2,2,1,72,1,2,0,2,2,0,1,1,0.1780821917808219,0,0,63
20,66,1,1,1,79,2,2,2,2,2,0,1,1,0.25,0,0,63
7,88,2,0,1,64,1,2,2,0,1,0,2,1,0.1076923076923077,1,0,66
27,91,2,2,0,75,1,2,2,0,1,0,1,2,0.35526315789473684,0,0,71
3,78,2,2,0,54,0,2,0,2,2,0,1,1,0.05454545454545454,0,0,61
15,68,2,2,1,67,2,3,2,0,0,0,2,1,0.22058823529411764,0,0,64
11,65,2,1,1,62,2,2,2,0,1,0,0,0,0.1746031746031746,0,0,60
18,94,0,2,1,56,1,1,1,2,2,0,2,2,0.3157894736842105,0,1,69
23,95,0,2,0,86,1,0,2,0,1,0,1,1,0.26436781609195403,0,0,71
22,79,0,1,0,59,2,0,2,2,2,0,0,2,0.36666666666666664,0,0,66
24,93,2,1,1,77,2,0,1,2,0,0,1,2,0.3076923076923077,0,0,68
32,69,0,0,1,64,2,0,2,2,0,0,2,2,0.49230769230769234,0,1,70
15,88,1,1,1,71,2,1,1,1,2,0,2,1,0.20833333333333334,0,0,64
28,73,1,2,1,63,1,0,1,2,2,0,1,2,0.4375,0,0,65
20,77,2,1,1,68,2,0,2,0,2,0,0,2,0.2898550724637681,0,0,65
22,93,2,0,0,59,1,3,1,0,2,0,2,2,0.36666666666666664,1,0,72
22,75,1,1,1,62,2,0,0,0,0,0,2,2,0.3492063492063492,0,0,65
22,91,0,2,1,76,1,2,2,2,1,0,0,1,0.2857142857142857,0,0,71
22,81,2,1,1,80,1,1,2,2,2,0,0,1,0.2716049382716049,0,0,67
21,67,2,1,0,61,2,0,1,2,2,0,1,1,0.3387096774193548,0,0,61
21,76,1,0,0,64,2,1,2,2,1,0,1,2,0.3230769230769231,0,0,66
20,65,2,0,1,50,2,0,1,2,2,0,1,2,0.39215686274509803,0,0,64
19,72,2,2,1,85,0,1,1,2,1,0,0,2,0.22093023255813954,0,0,66
22,73,0,1,0,91,2,1,2,2,2,0,2,1,0.2391304347826087,0,1,67
13,99,2,0,0,81,2,0,2,2,2,0,2,2,0.15853658536585366,0,0,71
20,89,2,0,0,84,1,5,0,2,1,0,2,1,0.23529411764705882,1,0,72
16,94,1,1,1,56,1,2,1,0,2,0,0,2,0.2807017543859649,0,0,66
12,93,0,0,1,50,1,4,0,0,2,0,2,1,0.23529411764705882,1,1,71
18,77,0,2,0,85,1,2,2,2,2,0,2,2,0.20930232558139536,0,1,68
9,90,0,2,1,65,1,3,2,2,2,0,1,2,0.13636363636363635,0,0,67
24,100,0,0,1,86,1,2,2,2,2,0,1,2,0.27586206896551724,1,0,75
15,81,2,2,0,89,0,0,1,2,0,0,2,2,0.16666666666666666,0,0,66
22,86,1,2,1,72,1,3,1,0,2,0,1,1,0.3013698630136986,0,0,68
19,60,2,0,0,51,2,0,2,2,2,1,0,2,0.36538461538461536,0,0,62
30,84,0,2,0,51,1,1,1,2,2,1,2,0,0.5769230769230769,0,1,69
19,60,2,1,0,94,0,1,1,1,1,0,1,2,0.2,0,0,62
14,81,1,2,1,78,2,2,0,0,2,0,2,2,0.17721518987341772,0,0,68
25,63,2,1,0,89,0,1,2,0,1,0,1,1,0.2777777777777778,0,0,65
24,86,0,1,1,54,2,0,1,0,1,0,0,2,0.43636363636363634,0,0,68
27,68,2,2,1,97,1,1,2,2,0,0,0,2,0.2755102040816326,0,0,68
20,80,0,1,1,74,2,2,1,1,0,0,0,1,0.26666666666666666,0,0,66
11,68,2,2,0,80,2,2,2,2,2,0,0,1,0.13580246913580246,0,0,63
27,86,1,2,1,59,1,1,2,2,1,0,1,2,0.45,0,0,68
39,92,2,2,0,73,2,1,2,2,0,0,2,1,0.527027027027027,0,0,75
25,73,0,2,1,82,1,1,2,2,2,1,1,2,0.30120481927710846,0,0,66
11,70,0,0,0,95,0,0,1,0,0,0,0,1,0.11458333333333333,0,0,65
22,99,2,1,1,87,1,1,2,2,1,0,1,1,0.25,0,0,70
23,66,2,1,1,73,0,2,0,2,2,0,0,2,0.3108108108108108,0,0,66
20,64,0,2,1,86,2,1,2,2,1,0,2,2,0.22988505747126436,0,1,66
26,93,0,2,0,80,2,4,1,2,2,1,0,2,0.32098765432098764,0,0,73
22,89,2,2,1,54,2,1,0,2,2,0,1,2,0.4,0,0,69
22,73,2,1,0,77,2,1,0,2,1,0,1,0,0.28205128205128205,0,0,64
22,87,2,0,1,58,2,0,1,2,1,0,1,2,0.3728813559322034,0,0,68
21,90,0,2,1,75,2,4,1,0,1,0,1,1,0.27631578947368424,0,0,71
25,70,2,2,1,51,0,3,1,2,2,0,1,1,0.4807692307692308,0,0,66
24,61,2,2,1,88,1,1,1,2,2,0,1,1,0.2696629213483146,0,0,64
31,92,2,2,1,54,2,1,1,2,2,0,0,2,0.5636363636363636,0,0,71
6,71,2,0,1,85,2,1,1,2,2,0,1,1,0.06976744186046512,0,0,61
43,86,0,2,1,97,2,2,2,0,2,0,1,2,0.4387755102040816,0,0,78
33,64,0,2,0,55,2,1,2,0,1,0,0,1,0.5892857142857143,0,0,68
7,73,0,2,1,75,2,3,1,2,1,0,0,2,0.09210526315789473,0,0,64
25,66,2,0,0,71,0,0,2,2,0,1,1,2,0.3472222222222222,0,0,64
26,84,2,2,0,64,1,2,0,0,1,0,1,2,0.4,0,0,69
17,94,0,2,1,78,2,1,1,0,1,0,0,2,0.21518987341772153,0,0,70
18,71,2,1,1,85,1,1,1,1,1,0,1,1,0.20930232558139536,0,0,62
21,88,0,2,1,91,1,0,1,2,1,0,2,1,0.22826086956521738,0,1,70
19,67,2,2,0,82,0,1,1,1,0,0,1,2,0.2289156626506024,0,0,63
23,86,2,0,1,96,1,3,2,2,2,0,1,1,0.23711340206185566,1,0,71
24,75,2,1,0,95,0,0,2,0,2,0,0,2,0.25,0,0,68
17,79,2,2,0,67,1,1,1,2,2,0,1,2,0.25,0,0,64
32,62,0,2,0,86,1,0,1,2,2,0,1,2,0.367816091954023,0,0,67
15,90,0,2,1,97,2,1,1,0,0,0,0,2,0.15306122448979592,0,0,69
17,85,0,2,1,66,2,1,0,2,1,1,2,1,0.2537313432835821,0,1,67
14,84,0,0,0,99,2,3,2,0,1,0,2,2,0.14,1,1,70
15,63,0,1,1,74,2,4,1,2,0,0,1,1,0.2,0,0,62
